Order,MaxAbsoluteError,MeanAbsoluteError,MaxAbsoluteErrorNearExpansion
2,10.7800427053922,3.73557411228156,1.35775464656391
4,23.9204781279412,4.199543556545,0.25676215462574
6,14.404025452788,1.79060830370181,0.0190973374699936
